Title,Description,Title,Company,Location,Link
Business Operations Analyst,"We’re seeking an experienced Business Operations Analyst to play a key role in continuous improvement and efficiency gains across product, process, systems, and people initiatives. This role will help drive strategic changes to enhance the customer experience and operational effectiveness across all channels.
 
Benefits:
Competitive base salary with bonus opportunities
Hybrid working model with flexibility for work-from-home
Opportunities for growth, training, and career development
Engaging with a variety of stakeholders and functions across the business
Impactful role with influence on business growth
Inclusive and supportive workplace culture
 
Key Responsibilities:
As the Business Operations Analyst, you will:
 
Drive a strategic roadmap for process improvements, identifying key operational opportunities to streamline and innovate
Partner with IT and operations to prioritise IT tasks, focusing on efficiency and growth (e.g., optimising online customer processes)
Collaborate with stakeholders across departments to implement impactful changes, building support and managing resistance
Reduce call volumes and boost sales through process optimisation and automation
Provide leadership with data-driven insights and actionable growth recommendations
Serve as a liaison across teams to ensure alignment and effective execution of improvements
 
About You:
5+ years of experience in process analysis, business analysis, and process optimisation, ideally with exposure to change management and continuous improvement in a technical setting
Strong project management skills to prioritise, plan, and deliver initiatives in a structured and efficient manner
Demonstrated experience in managing change and influencing across teams
Analytical and strategic mindset, with the ability to gather and interpret data for informed decision-making
Experience with product management or a technical background is a plus
Ability to build relationships and engage stakeholders effectively across various levels of the business
 
This role offers the chance to lead and innovate within a forward-thinking organisation. If you are a seasoned financial lines broking professional with a strong leadership background and a passion for strategic development, this is a fantastic opportunity to make a significant impact.

If you are interested in this new opportunity, please apply directly, or for a confidential discussion please contact Jesse Dunbar at Fuse Recruitment on 0438 503 723. 

At Fuse, we specialize in recruitment for the insurance industry and actively source for a broad range of established clients. If you are a broking, underwriting, or claims professional looking for your next opportunity, we'd love to hear from you!

If you know someone looking for a job, refer them to us and we'll give you $500* if we find them a new role!
#SCR-jesse-dunbar
#ChooseFuse",Business Operations Analyst,Fuse Recruitment,Brisbane QLD,https://www.seek.com.au/job/80129054?type=standout&ref=search-standalone&origin=cardTitle#sol=c56e532817a3f3f174490cbd990407d6698b4f9e
Technology Analyst,"About the Role

Hastings Deering is on the hunt for a Technology Analyst to join our lab team in Acacia Ridge, Brisbane. This is a Permanent, Monday to Friday role.

In this position, you will:
Develop and maintain software applications for the laboratory.
Instrument interfaces
Automation projects
Data mining analytics and reporting tools
Research into hardware and software solutions required by the laboratory.
Integration of electromechanical devices into processes as required.
Frontline computer support. This may apply to hardware and software.
Customer support for laboratory products as required.
Data mining to generate ad hoc reports as required by the business.
Diagnostic support to improve systems within the laboratory.
Decoding data files, and relational tables in databases.
Communication with suppliers as required in relation to software, hardware and other peripheral devices.
Perform regular backups as required.
Archive and retrieval of laboratory data.
Display care in the use of company instrumentation, tools and property.

Why Hastings Deering?

At Hastings Deering, our people are our heart - from their first day with us right up to their last.

As one of the top Caterpillar dealers globally and part of the Sime Darby network, you'll have access to extensive and borderless career development opportunities and enjoy an internationally recognised work culture.

Whether you're looking to take your career to the next level or achieve more balance in your schedule, we offer diverse opportunities for talented professionals to join our team and start something big.

You'll have access to:
Opportunities for training, mentorship, and career development specific to your role.
Competitive remuneration package and annual salary reviews
A balanced work schedule with rosters tailored to you
A supportive, diverse, and inclusive team spread across Australia and internationally.
Access to growth opportunities at a regional, national, and international level through our global Sime Darby network.
Dedicated programs and utilities to support your physical, mental, and financial health, such as our Employee Assistance Program, free health checks, and discounted private health insurance.
Employee discounts, rewards, and incentive programs.
Paid parental leave options
Salary continuance insurance
Free on-site parking

About You

A successful teammate will have experience in:
Bachelor of applied science (computer)
Bachelor of Mathematics is desirable
Experience in Delphi, C++ and/or C#
Strong attention to detail
Able to manage multiple tasks and priorities


To Apply: Hit the 'Apply Now' button

Enquiries: Please call 1300 071 618

Contact Person: Brianna Smith - Brianna.l.smith@hastingsdeering.com.au


About Hastings Deering

Hastings Deering is one of the top 5 Caterpillar dealerships globally. We sell, rent, and offer support and parts distribution services for Cat® products across a range of industries, including resources, general construction, civil transport and commercial construction, power systems, government, primary industries and marine.

We have more than 3,500 employees across 23 business service centres throughout Queensland, Northern Territory, Papua New Guinea, the Solomon Islands and New Caledonia, with our headquarters based in Brisbane, Australia.",Technology Analyst,Hastings Deering Australia Ltd,Acacia Ridge,https://www.seek.com.au/job/80205915?type=standout&ref=search-standalone&origin=cardTitle#sol=0a4ee1e6a99ebe03f6b022894089293890eed3c7
National Infrastructure Risk Analyst,"About John Holland
At John Holland, our purpose is simple - we transform lives with everything we do.
We've always known that infrastructure is about people — our customers, our employees, and the communities in which we work every day.
That's our difference. Deep experience and capability with a genuine care about creating better lives for people along the way.
Be part of the team that's up for the challenge of transforming lives for good.
About the position
Based in either the Brisbane, Sydney or Melbourne head offices, you will work in a team environment, to provide support across the full project lifecycle, to the National Infrastructure Risk Manager and broader Infrastructure Commercial team across all facets of the risk management process, so that an effective risk management culture and processes are embedded within the National Infrastructure business.
This will largely be achieved through the application of risk analysis techniques, strong stakeholder management capabilities and effective risk reporting and risk data management.
Responsibilities of the position include
Undertake data analytics and data mining
Investigate, analyse and present recommendations to key decision makers of profit maximising opportunities
Create visual, meaningful and user-friendly dashboards for presentation to all levels of the John Holland business
Contribute to the improvement of risk management data quality and integrity
Coordinate assurance of data held in the risk management tool, in support of effective and reliable risk reporting.
Analytical support for risk and opportunity data to the wider Infrastructure Commercial team.
Provide assistance to colleagues in the use of risk management systems, project monitoring & controls and the interpretation of data and information generated
Perform all duties in accordance with John Holland Risk Management policies, processes, systems and procedures
Participate in monthly EV and Risk Group Governance reviews for National Infrastructure Projects
Support risk owners in identifying, recording, rating and proactively managing risks and treatment plans which are measurable and specific.
Support risk and control owners in assessing effectiveness of controls, both current controls and proposed treatments.
Contribute to implementing a culture of active and systematic risk management practices with a view to foresight rather than hindsight and risk informed decision making
Support users in relation to the IR risk management tool, including training, query assistance, configuration management and continuous improvement.
Other tasks as directed by the National Infrastructure Risk Manager
To be successful in this role, you will have
Bachelor degree or equivalent in Business, Engineering or other associated discipline
3 years + related experience
Demonstrated analytical skills and experience working with multi-dimensional database management systems
Strong written and verbal skills
Strong modelling and analysis skills including interpretation of data and translating into meaningful trends and assessments
Advanced proficiency in relevant software packages
As part of the team, you can help us transform lives.
Your success is reflected in ours, so we're committed to being an employer of choice. We pride ourselves on having a diverse and inclusive workplace, as we understand that different perspectives and ideas are critical to our long-term success.
We want you to be with us for the long term, so providing you with rich career experiences and ongoing development is our priority.
What's in it for you
We're about connecting your sense of purpose to ours. We understand that your career is one of the biggest ways to have an impact on the world. We also believe in supporting you as a whole person, not just an employee.
We reward and support our people in so many ways. This starts with being flexible about how different people like to work. From generous leave policies to wellbeing and relationship support, your needs sit at the heart of our employee benefits.
We offer;
Competitive remuneration with salary continuance, and salary sacrifice options.
Great leave benefits including 18 weeks paid parental leave with super and up to an extra 18 weeks of super paid on further periods of unpaid parental leave, multicultural leave exchange and two extra days to prioritise your wellbeing.
Career progression underpinned by our exciting pipeline of work means you'll have the opportunity to work on iconic projects that are shaping cities and communities.
Learning and development opportunities where you'll have access to emerging talent programs, building your career through clear career pathways, plus technical and leadership training and development opportunities.
Inclusion, diversity and equity is part of how we work. We want everyone at John Holland to feel that they belong - that's why we're working hard every day to foster a more inclusive culture, backed by a business-wide inclusion strategy to bring about meaningful change. We've also got active employee resource groups that support our commitments including those around gender equality and reconciliation.
Flexible working that works for you as we know flexibility means different things to different people. Whether it's flexi-hours, flexi-parenting, flexi-leave, flexi-shifts or flexi-work, we're committed to helping our people work flexibly.",National Infrastructure Risk Analyst,John Holland,Fortitude Valley,https://www.seek.com.au/job/79957927?type=standout&ref=search-standalone&origin=cardTitle#sol=f40331e1afb2e0e2e2a5ece021154110c02838b0
AO7 Principal Business Analyst,"Our valued State Government client is looking for a Business Analyst to join their multi-channel contact centre project team.
This team has been established to deliver a number of initiatives to drive the Queensland Governments service delivery agenda.

About the role

The Principal Business Analyst will ensure that the Contact Centre’s systems are properly designed, configured, developed, documented, implemented, integrated, and enhanced, to meet business requirements and underpin high-quality service provision.
This position will provide business analysis expertise to solve complex problems and consult and advise key stakeholders to ensure that the systems are effectively aligned to operational and strategic requirements. The role will work with cross-functional teams to understand business objectives, requirements, and challenges and will lead the analysis and documentation of business processes, workflows, and system requirements.

About You
Formal training or qualifications in Business Process Modelling Notation (BPMN), Business Analysis Body of Knowledge (BABOK), Agile, Lean or Six Sigma would be highly regarded.
Experience in Dynamics 365 or Genesys
Demonstrated experience and expertise as a business analyst, preferably in a healthcare context, with a strong focus on service delivery and business process improvement.
Highly developed analytical skills, including assessing complex systems and environments, formulating strategies and implementing best practice initiatives.
High level knowledge and application of, appropriate project management and business analysis frameworks, and an ability to promote and provide advice on use of appropriate techniques, methodologies and tools.
Demonstrated expertise in mapping business needs to technology solutions.
Extensive written and verbal communication skills
Demonstrated ability to provide advice, consult and negotiate with stakeholders on complex and strategic business analysis and solution issues, build effective client and stakeholder relationships in an environment of change and client service delivery.
The Principal Business Analyst role reports to the ICT Service Delivery Manager, Planning and Performance. 

This role offers a competitive hourly rate, an initial 2-months assignment with the possibility of an extension. The role offers a hybrid flexible work week, and you can be located in either their Zillmere or Herston offices.

For a confidential discussion, please call DFP Recruitment on 07 3239 2500. 

Applicants new to DFP may be asked to provide additional information including work rights status via a survey link – if requested, we ask that you provide this information in order to expedite your application.
 
DFP welcomes applications from Aboriginal and Torres Strait Islander people, people with diverse cultural and linguistic backgrounds and people with disability. In addition, DFP will provide reasonable adjustments for individuals with disability throughout the recruitment process. If you identify as a person with disability and require adjustments to the application, recruitment, selection and/or assessment process, please advise via adjustments@dfp.com.au or 1300 337 000 and indicate your preferred method of communication (email, phone, text) so we can keep in touch and meet your accessibility needs.
 
By clicking 'apply', you give consent that DFP may use your personal information to process your job application and to contact you for future employment opportunities. For further information on how DFP process your personal information please review the DFP Information Collection and Privacy Policy via https://www.dfp.com.au/about-us/policies. Do not submit any sensitive personal information in your resume.  ",AO7 Principal Business Analyst,DFP Recruitment,Brisbane QLD,https://www.seek.com.au/job/80122494?type=standard&ref=search-standalone&origin=cardTitle#sol=486064dfe37662dd8060558d4c807f52b246b78d
Reporting & Oversight Manager - Suncorp Bank,"Company description:

ANZ Banking Group Limited


Job description:

About Us
At Suncorp Bank you can build a career with exceptional growth potential, within a culture of purpose and belonging. As part of the ANZ Group, when you apply to join Suncorp Bank, you'll be directed to ANZ systems and receive correspondence and notifications from ANZ as part of the recruitment process.
About the Role
The Reporting & Oversight Manager role is designed to ensure the quality and integrity of customer feedback reporting, analytics and systems, to enable the business to accurately and effectively respond to customer feedback.
You will manage a small team and is fundamentally a ""hands on role"" that is deep into the development of reporting, insights and systems oversight as well as interacting with senior stakeholders to inform areas of customer focus.
Role Location: 80 Ann Street, Brisbane QLD 4000
Role Type: 12-month Fixed Term Contract, Full-time (37.5 hours/week)
What will your day look like?
As a Reporting & Oversight Manager, you will report to the EM Customer Complaints & Advocacy and will be accountable for ensuring the successful execution and oversight of several key areas including:
Oversight and delivery of reporting, insights and analytics for customer feedback at Suncorp Bank, across all Levels (1, 2, 3) providing visibility to the Board, CEO, SBLT and key business stakeholders with a focus on delivering meaningful and actionable customer feedback insights;
Core customer feedback system oversight and management, ensuring system governance, optimal system management, and alignment to the Bank's systems roadmap;
Application of best-in-class analytics and reporting solutions to develop the capabilities of the team.
What will you bring?
To grow and be successful in this role, you will ideally bring the following:
Bachelor's Degree in Quantitative Subject Area (e.g. Statistics, Actuarial, Data Science, Mathematics, Computer Science). Mandatory
Relevant Postgraduate Qualification (or online self-study) Desired
Proven relevant experience (in an Advanced Analytical or Data Science related field of work).
Oversight and management of customer source systems
Proven ability to identify opportunities to continuously improve reporting, analytics and customer management systems
Experience within a financial services industry would be valued

You're not expected to have 100% of these skills. We value a growth mindset, so if you have most of these things in your toolbox, we'd love to hear from you.
So why join us?
From the moment you join ANZ, you'll be doing meaningful work that will shape a world where people and communities thrive.
But it's not just our customers who'll feel your impact. You'll feel it too. Because at ANZ, you'll have the resources, opportunities, and support you need to take the next big step in your career.
We're a diverse bunch at ANZ in different roles, different locations, doing different things. That's why we have a range of flexible working arrangements, so our people can 'make work, work for them'. We also provide a range of benefits including access to health and wellbeing services and discounts on selected products and services from ANZ and more.
At ANZ, you'll be part of an organisation where the different backgrounds, perspectives and life experiences of our people are celebrated. That's because we're committed to building a workplace that reflects the diversity of the communities we serve. We welcome applications from everyone and encourage you to talk to us about any adjustments you may require to our recruitment process or the role itself. If you're a candidate with a disability or access requirement, and have an enquiry about the support provided, please let us know on your application or visit ANZ Accessibility and Inclusion Programs for alternate contact methods.
To find out more about working at ANZ, visit https://www.anz.com.au/careers. You can apply for this role by visiting ANZ Careers and searching for reference number 81475 .
Job Posting End Date
20/11/2024 , 11.59pm, (Melbourne Australia)",Reporting & Oversight Manager - Suncorp Bank,ANZ Banking group,Brisbane QLD,https://www.seek.com.au/job/80176531?type=standout&ref=search-standalone&origin=cardTitle#sol=4c77e3902b8266b7114fbeed9d5a51841b7666d8
Technical Business Analyst,"Role - Technical Business Analyst
Initial engagement 6 months
Potential Extensions
Newstead , Brisbane based
2 days Work from home per week
Competitive daily rate
** Open to Brisbane based candidates ONLY

About the role

Seeking a skilled Technical Business Analyst to join our utility client in Brisbane.
As an experienced Business Analyst, you’ll coordinate resources and processes, translating regulatory requirements into actionable business and system changes, supporting cross-functional teams, and aligning project outcomes to stakeholder needs. You’ll also manage engagement with SMEs, guide requirements gathering, and work bilaterally with testing and project teams, ensuring high standards in scope, traceability, and progress reporting.
The business analyst will play a pivotal role in regulatory and customer service delivery, hence experience in Australian energy/ utility market is highly desirable.

Ideal candidates will have:
Demonstrated experience in Business Analysis within complex environments, preferably in energy compliance projects.
Proven experience in business requirements documentation, stakeholder management, and converting requirements into functional specifications.
Significant experience in drawing accurate and effective business process models and information/data models including ‘as is’ and ‘to be’
Ability to work with Customer Information Systems, CRM, Meter Data Management, and Billing Systems within utility sector.
Agile experience is required
 
** Application for this role will close on 5th November

To discuss please call Moitri Banerjee on 07 3291 5408 or Donna Prince on 07 3291 5406 quoting job reference 264302



''",Technical Business Analyst,Peoplebank Australia QLD,Brisbane QLD,https://www.seek.com.au/job/79897201?type=standout&ref=search-standalone&origin=cardTitle#sol=6ebfd2f6b1fc185402fee24617eacce3c484f6c0
Senior Business Analyst,"Based in Brisbane with a flexible hybrid work arrangement.
Multiple roles (3 month and 8 month contracts) both with possible extension

Eden Ritchie Recruitment is seeking two experienced Senior Business Analysts to support a major project focused on product and systems renewal. These roles will play a critical part in assessing current and future states to deliver high-quality solutions

As a Business Analyst, you will:
Work with stakeholders to gather, analyse, and document business requirements, including those specific to our legacy systems, enabling translation into technical specifications.
Review and map current workflows, identifying opportunities for process improvements to enhance operational efficiency.
Support project management by contributing to detailed project plans, defining project scope, and identifying and managing risks to ensure projects are delivered on time and within budget.
Act as a liaison between business units and technical teams, fostering clear and effective communication.
Produce and maintain comprehensive documentation, including business cases, process maps, and requirement specifications, to facilitate clear communication and effective project execution.

The ideal candidate will bring:
Bring solid experience in business analysis and requirements gathering, ideally within complex or legacy system environments.
Excellent communication and stakeholder engagement skills, enabling clear and effective collaboration across teams.
Strong analytical skills with the ability to identify and address project risks proactively.
A proactive approach to continuous improvement, translating business needs into technical solutions for impactful project outcomes.
Demonstrate an analytical mindset and clear communication skills for documenting and sharing insights.
Are adept at creating process documentation and supporting project teams in achieving milestones.

If you are a proactive and experienced Business Analyst who thrives in dynamic project environments, please APPLY NOW submitting your resume in WORD format.

If you would like more information or to discuss the role, please contact Luuk Piet on 07 3230 0028.",Senior Business Analyst,Eden Ritchie Recruitment,Brisbane QLD,https://www.seek.com.au/job/80181019?type=standard&ref=search-standalone&origin=cardTitle#sol=32afc62cfa038eb192113d6e5b7531e31b76845e
Commercial Pricing Lead,"Work.  Are you an analytical thinker with a passion for commercial excellence? Join Sunwater as our Commercial Pricing Lead in the Financial Planning & Analysis team where you will lead the commercial pricing strategy, practices and creation of rapid customer, product and service rationalisation strategies to drive sustainable long-term profitability for Sunwater.  You will also: 
Identify and transform customer value into a pricing strategy supported by pricing structures and operations
Manage commercial pricing processes to realise fit-for-purpose pricing insights which underpins Sunwater’s industrial revenue
Ensure commercial pricing strategies are aligned with the overall organisational vision and goals, market dynamics, service portfolio, regulatory environment and operating model
Provide commercial pricing and economic insights to support business initiatives and business cases, cost benefit analysis, multi criteria analysis and commercial advisory services 
We are seeking a talented individual with demonstrated technical skills in pricing analytics and method management.  You will have tertiary qualifications in accounting, commerce, economics, law, finance or related discipline and 7+ years of commercial pricing advisory related experience.  You will also have proven experience in design of pricing architecture and pricing mechanisms within customer agreements and experience in commercial negotiations. In addition, you will have:
Excellent Communication Skills – strong interpersonal, stakeholder relationship and problem solving skills
Negotiation Skills – strong customer sale and negotiation skills to support commercial negotiations
Influential – ability to persuade others to make informed decisions and obtain buy in to specific strategy tactics
This full-time permanent opportunity is available for an immediate start, or we are open to an early January 2025 start date.  We have a genuine emphasis on work/life balance and to ensure you are well-rewarded for your dedication and hard work, this role offers:
Attractive base salary starting from $156,360 (for a standard 38 hr week)
12.75% superannuation
17.5% leave loading
  Water - Imagine a career where your work truly matters, where you are part of a team that values you and your contributions. At Sunwater, you will bring life’s most essential resource to over 5,000 agriculture, urban and industrial customers, helping to sustain communities and drive water for prosperity across regional Queensland. We share the values of these communities — starting with caring about our people. Engage in fascinating work that is constantly evolving, allowing you to grow and shape a successful career and develop unique skills and experience in an industry brimming with opportunity.
  Life - At Sunwater, we believe our employees are our greatest asset, and we are committed to providing the support, resources, and benefits that you need to thrive. That's why we offer a range of attractive benefits designed to help you bring your best every day, including:
My benefits: Access employee benefits and discounts hosted by Reward Gateway
My wellbeing: Prioritise your wellbeing with our comprehensive health and wellness offerings and programs
My time: Enjoy flexible working arrangements and the ability to purchase up to 4 additional weeks of leave, ensuring you can tailor your work to fit your lifestyle
My growth: We prioritise your professional growth with career development programs, study assistance, support for professional memberships, and structured early career pathways to help you build a rewarding and successful career
  Now is the perfect time to join Sunwater and take advantage of the boundless opportunities for your career today and in the future.  We are a diverse team and proud of the unique journeys and stories each of us brings. As we continue to grow, we need more diverse backgrounds and perspectives than ever before. We are committed to a barrier-free recruitment process and work environment. If you require any accommodations, please let us know so we can ensure you can fully participate in our recruitment experience, which includes reference verification, psychometric testing, background checks and a pre-employment medical evaluation to ensure the best fit for our team.
Sunwater acknowledges Aboriginal and Torres Strait Islander peoples as the first peoples of this country and Traditional Custodians of the land and water we rely on. We respect and value their continued sacred connection to Country, including the diverse, rich traditions, languages and customs that are the longest living in the world.  We acknowledge their resilience in the face of significant and ongoing historical, cultural, and political change within Australia. We recognise and value the importance of truth-telling today, and our role to listen and learn.
Apply for this role by hitting the Apply button now or visit our website to learn more.",Commercial Pricing Lead,Sunwater,Fortitude Valley,https://www.seek.com.au/job/80042304?type=standout&ref=search-standalone&origin=cardTitle#sol=34c1889cc1e85ffc31d36b01a659100e78dc0031
Revenue Assurance Analyst,"About The Company
Compare the Market – yes, the one with the meerkats – is a high-growth FinTech company on a transformational journey. We are focused on designing, building, and delivering the very best home loan, energy, insurance, and health comparison experience in Australia. Okay, in the world!
We are all about Customers first, teamwork, making a difference, and treating the business as our own – without compromise. These values are critical to delivering on our purpose: “to make a difference in the lives of Australians by simplifying the process of making sound financial decisions”.
About The Role:
Are you ready to kickstart your career and grow in a high-impact position? Compare the Market is seeking an Aspiring Revenue Assurance Analyst to join our dynamic team. In this role, you’ll play a foundational part in optimising our revenue streams and ensuring financial integrity. Reporting to the Revenue Assurance Manager, you’ll have the opportunity to support revenue assurance initiatives, collaborating with both internal teams and external stakeholders to learn and grow within the industry.
As an Aspiring Revenue Assurance Analyst, you'll gain hands-on experience in identifying risks, working with large data sets and ensuring compliance with contractual agreements. You’ll contribute to the business strategy by providing data-driven insights, supporting initiatives to enhance revenue reporting accuracy.  This role offers a blend of strategic insight and operational execution, making it an ideal starting point for those looking to build a career in revenue assurance and financial operations.
What You’ll Do:
Ensure the company is paid commissions in line with contractual agreements by developing, enhancing and implementing processes and procedures.
Process, analyse and investigate partner transaction data.
Reconcile invoices and work closely with accounts payable, accounts receivable, and commercial teams to ensure proper communication and processing.
Investigate data and invoice anomalies, conducting trend analysis on revenue data and key performance indicators (KPIs).
Assist with development, design and optimization of existing controls to maximize opportunities and reduce revenue leakage.
Maintain documentation of processes and procedures, regularly reviewing them to improve efficiency.
Collaborate with multiple departments within the company to facilitate adherence to contractual terms, SLAs, and reporting structures.
Deliver key reports to partners on a monthly/quarterly basis as per requirements to manage data anomalies.
What You’ll Bring:
Preferably 2 years experience in accounts receivable and credit control. 
Strong analytical skills and experience with data analysis, financial reporting, and Excel functions, including advanced proficiency with Microsoft Excel as well as a strong willingness to learn new software and tools.
Tertiary qualifications in Business, Finance or Commerce.
Excellent verbal and written communication skills, with the ability to work across teams and engage with stakeholders at all levels of the organisation.
Ability to work autonomously, effectively prioritising tasks in a fast-paced environment while being a collaborative team player.
Some understanding of accounting principles is highly regarded, though not mandatory.
An eye for detail and the ability to investigate and resolve data or financial anomalies.
Our Benefits
At Compare the Market, we offer a dynamic and collaborative work environment where your talents will be recognised and rewarded. You’ll have the opportunity to make a meaningful impact and contribute to our continued success. As well as ample opportunities for growth and development, we also provide:
Vibrant and social community who have annual celebrations, family fun days and regular events.
Enjoy flexible work arrangements, including the option of one day working from home each week or a 9-day fortnight.
Enjoy additional leave days - ‘ME’ leave and ‘Volunteer Day’ leave.
Study support (up to 50% of tuition fees for relevant courses) and professional membership reimbursement.
Employee discounts on Car, Home, Travel insurance.
Income protection insurance provided to support you in the event of non-work-related illness or injury.
Discounts with a broad range of providers, including gym memberships, accommodation, dental care and more.
Compare the Market is an Equal Opportunity Employer, and we encourage all applicants to apply. We acknowledge that we are strengthened by diversity.
Want to know more? Then apply now! It’s Simples!
Please note that this role is only available to candidates with unlimited Australian working rights, as sponsorship is not available.
*Note to Recruiters: We politely ask that you avoid making any approaches or sending any unsolicited resumes to our Recruitment Team or Hiring Leaders across our business.
   ",Revenue Assurance Analyst,Compare the Market,Toowong,https://www.seek.com.au/job/79988159?type=standout&ref=search-standalone&origin=cardTitle#sol=b6d6af8163d826c9b88997b9cab4ec7d41560a16
Senior Program Analyst,"Take hold of a monster opportunity as a Senior Program Analyst in our Enterprise Change Delivery team. If you’re a good fit for this role and live in Brisbane, Sydney or Melbourne, we’d love you to apply.
Why join us?
You'll get 14% super as standard, to help your future come alive.
Unleash your potential and build a careers to be proud of through excellent training and development opportunities.
Balance your work between in-person days at our purpose-built hubs and working from home.
In the office, enjoy end of trip facilities, a yoga and multi-faith room, parent and carer rooms, quiet rooms, BrewHub coffee facilities, and collaborative team spaces.
About the role
We’re all about helping our members make the most of their money. And while they go after their goals, you can too. As a Senior Program Analyst, you will provide support to Portfolio, Program and Project Managers by delivering critical services that enable successful delivery of a portfolio of projects and programs.
In this permanent role, you will be responsible for leading a team of Program Analysts in the financials, procurement, schedules, risks, issues and dependencies in more complex projects. As such, we're looking for someone with strong demonstrated leadership experience who has experience not only leading a team but is also able to work independently and autonomously. You will also be required to pro-actively support multi-disciplined team of project professionals to deliver project output to the success of portfolio initiatives, so exceptional stakeholder management and verbal and written communication skills are required.
Another key aspect of this role is providing logistical support to Portfolio and Program Managers in preparation for key decision-making forums, ensuring portfolios, programs and projects meet governance requirements and maintain a high standard of record keeping and information management.
If this sounds like an exciting opportunity and you’re ready to step into a key role at one of Australia’s largest superannuation funds, then don’t delay – apply today!
About you
It goes without saying you'll be a great people leader and communicator with top notch interpersonal skills. We'll also expect you to pick up problems and come up with quick, creative ways to solve them. It's quite likely you’ll tick some of the following boxes too:
Experience with MS Project Server/Online, SharePoint Online and Office 365.
Proven experience working within a PMO context, at either program or portfolio office levels.
A strong understanding of portfolio, program, and project delivery frameworks, including associated risk management and control frameworks.
Strong attention to quality and detail, coupled with the necessary flexibility to navigate uncertainty.
Strong analytical capability, including the ability to synthesize complex information in order to identify solution options and promote resolutions to problems.
Customer-driven mentality and approach to service delivery.
Capability to work with a variety of stakeholders that have different needs and objectives.
About us
Our 2.3 million members trust us to take care of almost $300 billion in retirement savings. And we help them take charge of their finances and face the future with confidence. Our inclusive culture means you’ll be valued and heard in a respectful workplace. We've created an environment where you can be yourself and do amazing work. It's that simple.
Apply online now
Everyone is welcome to apply. We value diverse thinking, cultures, perspectives, backgrounds, and abilities. Awaken your career at Australian Retirement Trust and apply now. Applications close midnight, Friday 22 November 2024.
We don’t want to leave you with a monstrous wait. So, you’ll hear from us after the closing date to find out whether you’ve made it through to the next round or not. Being fair and up-front is important to us – and recruitment is no different. It’s why we're part of the Circle Back Initiative.",Senior Program Analyst,Australian Retirement Trust,Brisbane QLD,https://www.seek.com.au/job/79999761?type=standout&ref=search-standalone&origin=cardTitle#sol=99dca2bd8909ce9628a06db10215628d748fa118
Senior Business Analyst,"Multiple 12 month fixed term contract opportunities!
Full time (38 hours per week) and hybrid work conditions - home and office 
Excellent team environment and exciting projects to impact
About the roles 
It’s an exciting time to be a Business Analyst at People First Bank!  Our team of Business Analysts are at the forefront of shaping the creation of a new bank by working on concurrent exciting and complex projects across a multi divisional portfolios of work. 
We will be offering opportunities across our exciting projects including:
Lending
Payments, Cards & Fraud
Digital Banking Platforms
Complex migration projects
Payroll & HRIS
Salesforce
You will partner with stakeholders to support transformational projects.  You will undertake Business Analyst activities that ensure business requirements are well documented and appropriately managed throughout project life cycles. Additionally, as a Senior Business Analyst, you will drive the Community of Practice maturity across the team whilst providing support, guidance and leadership to Business Analysts. 
About you 
As a successful Senior Business Analyst with experience in banking or financial services, you have a proven ability to build and maintain exceptional relationships with stakeholders.  You have a particular strength in your communication skills which allows you translate technical data to non technical audiences and you have experience guiding a specialist team.
We also seek: 
Formal tertiary qualifications in IT, Business or Project Management 
Experience in requirements management, utilizing both Waterfall and Agile methodologies. 
Completion of Analyst Certification such as BABOK 
Candidates who have Lean Six Sigma and/or PRINCE2 qualifications will be highly regarded.
Why you’ll love working with us:
People First Bank – our new brand – says exactly what we’re all about: people. We're committed to supporting and growing our team and creating an outstanding work environment.
You’ll have access to financial and lifestyle benefits to support your success and individuality:
Flexibility and hybrid working arrangements.
Enhance your salary with discounts on banking, health insurance, and shopping across Australia.
Advance your career with training, study support, and project opportunities.
Competitive leave benefits that empower employees to take time for themselves and loved ones.
Wellbeing support with our Employee Assistance Program, wellbeing leave, mental health app, and mental health ambassadors’ program.
Make a difference with paid volunteering, Workplace Giving, and diverse community initiatives.
Be recognised for your contributions through our peer-driven recognition program.
A bit about People First Bank: 
In March 2023, People’s Choice and Heritage Bank merged to form Heritage and People’s Choice Limited - Australia's leading mutual bank.  We are now on an exciting journey to bring together our products, services, and technology under a single brand - People First Bank.
We have over 700,000 members and 1,900 employees, with dual head offices in Adelaide and Toowoomba, an Australian-based contract centre and branches across five states. 
With a vision ‘To deliver positive change through banking’, People First Bank serves members and contributes to the community, while offering an inclusive, flexible work environment. We’re big enough to make an impact; but agile enough to influence and do interesting work.
Apply online now:
If you are ready to join a supportive team who are passionate about the work they do and the results they achieve, then apply now. 
We are committed to diversity and inclusion and support candidate requests for adjustments to enable everyone to equitably participate in our selection process. ",Senior Business Analyst,Heritage and People's Choice,Brisbane QLD,https://www.seek.com.au/job/79984687?type=standout&ref=search-standalone&origin=cardTitle#sol=61c1b6220577211a3f50956a72ab8b5719bfb115
